Collection,Asset,Primary Owner,Second Owner,Sys Admin,Label,STIGs,Benchmarks,Assessed,Submitted,Accepted,Rejected,CAT3,CAT2,CAT1
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0APPV01,Adrian Correia,,Derek Durski.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0APPV02,Adrian Correia,,Derek Durski.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0ASDPCNS01,Jon Helgesen.,,Adrian Correia.,,7,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,Windows_Firewall_with_Advanced_Security",100%,100%,83%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0COMMV01,Pete Macias,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0COMMVDMZ01,Adrian Correia,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,84%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0COMPOSER01,Adrian Correia,,Derek Durski.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0FSMC01,Derek Durski,,Guy Minkin.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0HCS01,Adrian Correia,,Derek Durski.,,9,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,80%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0HCS02,Adrian Correia,,Derek Durski.,,9,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,80%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0HCS03,Adrian Correia,,Derek Durski.,,9,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,80%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0HCS04,Adrian Correia,,Derek Durski.,,9,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,80%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0JETADMIN01,David Austin,,Adrian Correia.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0MPS01,,,,,5,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,68%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0RESPROD01,Brian Knight,,Adrian Correia.,,9,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,MS_Defender_Antivirus,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,80%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0SECSRV,Pete Macias,,Guy Minkin.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0SOLAR01,Jon Helgesen.,,Daniel Lariviere,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,72%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0SQLAPP01,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0STIG01,Brian Knight,,,,9,"IE_11_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Server_2019_STIG,MS_Dot_Net_Framework,MS_Defender_Antivirus,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,Windows_Firewall_with_Advanced_Security",100%,100%,0%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0WEF01,Michael Coleman,,Jon Helgesen,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,54%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0WEF02,Michael Coleman,,Jon Helgesen,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA2NDES01,Derek Durski,,Adrian Correia.,,10,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,99%,74%,0%,2,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3ASDDHCP01,John Deragon,,Wayne Bouchard,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3ASDDHCP02,John Deragon,,Wayne Bouchard,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,2,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3ASDFILE01,John Deragon,,,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,4,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3ASDFILE02,John Deragon,,,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3DFS01,Derek Durski,,Derek Durski.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3DFS02,Derek Durski,,Derek Durski.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3DHCP01,John Deragon,,Wayne Bouchard,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3DHCP02,John Deragon,,Wayne Bouchard,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3DHCP03,John Deragon,,Wayne Bouchard,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3DHCP04,John Deragon,,Wayne Bouchard,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3FILE01,John Deragon,,Jay Andrade.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3FILE02,John Deragon,,Jay Andrade.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3FILE03,John Deragon,,Peter Macias,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3FILE04,John Deragon,,Peter Macias,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3VDIP1,Derek Durski,,Adrian Correia.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA3VDIP2,Derek Durski,,Adrian Correia.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4ASDSQLAG01,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4ASDSQLDEV01,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4ORACLE02,,,,,5,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,Application_Security_Development_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,79%,0%,4,8,1
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4SQLAG01,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4SQLAG02,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4SQLDEV01,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4SQLPRD01,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA4SQLSCCM01,C.  Humphries,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA7DFS01,Brian Knight,,Derek Durski.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA7DFS02,Brian Knight,,Derek Durski.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2016_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPB7SCCM01,Michael Coleman,,Derek Durski.,,10,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2019_STIG,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,74%,0%,1,1,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPB7SCCM02,Michael Coleman,,Derek Durski.,,10,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,MS_Edge_STIG,Windows_Server_2016_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,75%,0%,1,5,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2902WEB-01,Adrian Correia,,Derek Durski.,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2016_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",99%,98%,6%,0%,0,4,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2ASDIISDEV01,Karl Vonwinkle,,Matt Albertella,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,99%,72%,0%,1,9,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2ASDIISPRO01,Karl Vonwinkle,,Matt Albertella,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,99%,72%,0%,2,8,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2ASDIISPRO02,Karl Vonwinkle,,Matt Albertella,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,99%,72%,0%,1,8,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2ASDIISPRO03,Karl Vonwinkle,,Matt Albertella,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2ISMSDEV01,Karl Vonwinkle,,Matt Albertella,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,99%,72%,0%,1,3,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2ISMSPRO01,Karl Vonwinkle,,Matt Albertella,,10,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,Application_Security_Development_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,81%,0%,5,10,1
NP_C10-UnclassCore_1761_Zone A_Servers,NPC2WEB02,Karl Vonwinkle,,Adrian Correia.,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2016_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",94%,93%,72%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC7ASDCOMMV01,Pete Macias,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,Windows_Firewall_with_Advanced_Security",100%,100%,84%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC7ASDCOMMV02,Pete Macias,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC7COMMV03,Pete Macias,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC7COMMV04,Pete Macias,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC7COMMV05,Pete Macias,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC7COMMV06,Adrian Correia,,Peter Macias,,7,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,Windows_Firewall_with_Advanced_Security",100%,100%,83%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPC7COMMV07,Adrian Correia,,Philip Lenz,,8,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,Windows_Firewall_with_Advanced_Security",100%,100%,84%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPD2WSUS01,Jon Rego,,Erin Riley.,,9,"MS_Dot_Net_Framework,IE_11_STIG,IIS_10-0_Server_STIG,Windows_Server_2016_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,72%,0%,0,2,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPDMRSD02,Mark Thistle,,Mark Thistle.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_Rogue_Sensor,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,83%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPDMRSD03,Mark Thistle,,Mark Thistle.,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_Rogue_Sensor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,Windows_Firewall_with_Advanced_Security",100%,100%,83%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPDMRSD04,Mark Thistle,,William R,,9,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,HBSS_Rogue_Sensor,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,84%,0%,0,0,0
